Unique_ID,Department,Number,Title,Credits,Description
edma-3440,edma,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
edma-3960,edma,3960,Honors Reading,1-3 Credit Hours.,"Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides students with the opportunity to develop an appropriate body of reading materials on topics not covered in detail in routine coursework. Students will be obliged to assume the primary initiative in selecting the topic, compiling the bibliography and completing the reading, and will report their progress in weekly sessions to their instructor. Credit will be given only after an intensive oral examination. (Irreg.)"
edma-3970,edma,3970,Honors Seminar,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Covers variable subjects in education with in-depth studies of issues not covered in the standard course offerings. (Irreg.)
edma-3980,edma,3980,Honors Research,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides an opportunity for honors students to work on a special project under the guidance of a professor in the student's major area of study. (Irreg.)
edma-3990,edma,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: one course in general area to be studied; permission of instructor and department. May be repeated; maximum credit six hours. Contracted independent study for topic not currently offered in regularly scheduled courses. (F, Sp)"
edma-4233,edma,4233,Developing Problem-Solving Environ for Secondary Math Learning,3 Credit Hours.,"Prerequisite: Mathematics 2433 or Mathematics 2924, and full admission to the Mathematics Education Program. The development of problem-solving environments for middle and high school mathematics learning. Emphasizes student characteristics, issues of equity and diversity, theories of teaching and learning, and current best practices from research into mathematics teaching and learning. Areas of focus will include problem-centered learning, appropriate uses of technology, and inclusion of historical and interdisciplinary topics in teaching mathematics for all students. (F)"
edma-4243,edma,4243,Fundamental Concepts of Secondary Math Learning,3 Credit Hours.,"Prerequisite:EIPT 3473, and senior standing. Fundamental concepts of mathematics relevant to the secondary school mathematics curriculum. Development of secondary mathematics curriculum and appropriate instructional methods for the teaching of Algebra, relations and functions. This course will serve as the senior capstone. (Sp) [V]."
edma-4253,edma,4253,Teaching and Learning of Mathematics Reasoning and Proof,3 Credit Hours.,Prerequisite: full admission to Mathematics Education Program; recommend completion ofEDMA 4233. This course focuses on the content and methodology of teaching middle and high school mathematics including geometry and trigonometry generally defined as reasoning and proof. (F)
edma-4353,edma,4353,4-8 Grade Mathematics Concepts,3 Credit Hours.,"Prerequisite:MATH 2213;MATH 2223;EDMA 3353;EDEL 4101; corequisite:EDLT 4813;EDSC 4193;EDSS 4323;EDEL 4980. Students will be engaged in planning, implementing, and evaluating mathematics curriculum and instruction in the elementary school grades 4 - 8. Materials and discussions relevant to learner diversity, the appropriate use of technology, and how to integrate mathematics with other subjects will be infused throughout the course. (F, Sp)"
edma-4960,edma,4960,Directed Readings in Education,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; permission of instructor and dean. May be repeated; maximum credit four hours. Designed for upper-division students preparing to teach who need opportunity to study a specific problem in greater depth than formal course content permits. (Irreg.)
edma-4970,edma,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: senior standing or permission of instructor. May be repeated with change of content; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edma-4980,edma,4980,Practicum in Mathematics Education,1-3 Credit Hours.,1 to 3 hours. Prerequisite: nine hours of education courses. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. (Irreg.)
edma-4990,edma,4990,Special Problems in Education,1-4 Credit Hours.,1 to 4 hours. Prerequisite: permission of instructor. May be repeated with change of title and subject. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (Irreg.)
edma-5013,edma,5013,Algebra and Mathematical Tasks at the Elementary Level (PK-6),3 Credit Hours.,"Prerequisite: graduate standing. This course will focus on early algebra concepts of functional thinking and generalized arithmetic. Additionally, attention will be given to the analysis and construction of effective mathematical tasks in the teaching of algebra. (Irreg)"
edma-5053,edma,5053,"Rational Number Concepts, Proportional Reasoning & Classroom Interactions at Elementary Level (PK-6)",3 Credit Hours.,Prerequisite: graduate standing and EDMA 5043. This course will focus on teaching rational number concepts and developing proportional reasoning skills for PK-6 classrooms. Additional attention will be given to learning methods which facilitate appropriate classroom interactions. (Irreg)
edma-5063,edma,5063,Mathematics Leadership and Coaching,3 Credit Hours.,"Prerequisite: graduate standing and 9 hours of the following:EDMA 5013; EDMA 5023; EDMA 5033; EDMA 5043;EDMA 5053. This course develops skills and knowledge for school mathematics program design and leadership, and for coaching other teaching professionals in mathematics teaching. (Irreg.)"
edma-5153,edma,5153,Problem Centered Learning in Mathematics,3 Credit Hours.,"Prerequisite: graduate standing. Intended for mathematics teachers at any level, the course is designed so participants can engage in non-routine problem solving as a basis for examining and reflecting on such an approach to the teaching and learning of mathematics. (Irreg.)"
edma-5523,edma,5523,Elementary School Mathematics Curriculum,3 Credit Hours.,"Prerequisite: graduate standing. Analysis of research, trends, and issues in elementary mathematics teaching. Special attention is given to the research and theoretical bases underpinning curricula. (Irreg.)"
edma-5533,edma,5533,The Middle School/High School Math Curriculum,3 Credit Hours.,"Prerequisite: graduate standing. Analysis of research, trends, and issues in middle school and high school mathematics teaching. Special attention is given to the research and theoretical bases underpinning curricula. (Irreg.)"
edma-5753,edma,5753,Theory and Research in Mathematics Education,3 Credit Hours.,"Prerequisite: graduate standing. Designed to enhance appreciation for and understanding of research methods and findings in mathematics education. Students explore the history of research in mathematics education, discuss various theories of mathematics learning and understanding, evaluate, synthesize, and critique mathematics education research, understand a variety of research methodologies, and conduct original research. (Irreg.)"
edma-5763,edma,5763,History of Mathematics for Educators,3 Credit Hours.,Prerequisite: graduate standing. Designed to offer a sense of the rich history of mathematics as an intellectual pursuit as well as for its practical significance. Will include presentation of methods and materials historical in nature that can be utilized by practicing classroom teachers to motivate and understanding of and appreciation for mathematics. (Irreg.)
edma-5863,edma,5863,Social Justice by the Numbers,3 Credit Hours.,"Prerequisite: Graduate standing. This course invites students to expand their knowledge and awareness of issues of social justice in the context of numbers, develop a pedagogical model for teaching for social change, critically examine the content of school curriculum and instructional practices from the perspective of social justice, and contemplate the role of the teacher as an agent of change and transformative intellectual. (Irreg.)"
edma-5910,edma,5910,Practicum in Education--Master's,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: graduate standing, permission of instructor and dean. May be repeated; maximum credit six hours. Variable as to title and subject profession. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. Seminar experience is to be included. (Irreg.)"
edma-5920,edma,5920,Internship in Education--Master's,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: 5910, permission of instructor. May be repeated; maximum credit six hours. Variable as to title and subject profession. Available to master's degree programs specifically requiring an internship in addition to thirty-two hours of other coursework as part of the degree. Introduces the student to the profession under the supervision of a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)"
edma-5940,edma,5940,Field Studies in Mathematics Education,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education. May be repeated with change of subject matter; maximum credit eight hours. Practical problems in education as defined by members of the classes. Typical topics: defining educational objectives, relating school programs to established objectives, developing teaching-learning aids, organization for participation in developing and evaluating instructional programs, using community resources for learning, improving evaluation procedure. (Irreg.)"
edma-5960,edma,5960,Directed Readings,1-3 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)"
edma-5970,edma,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edma-5972,edma,5972,Pre-Master's Seminar,2 Credit Hours.,"Prerequisite: 12 hours of education, graduate standing, permission of instructor. May be repeated; maximum credit four hours. Enrollment limited to students who are in early post-baccalaureate curricula. (Irreg.)"
edma-5973,edma,5973,The Use of Technology in Teaching Mathematics,3 Credit Hours.,Prerequisite: graduate standing. Examination of relevant technologies and their uses in and implications for the teaching and learning of mathematics. Special attention is given to developing critical reflective practice and providing perspectives on current trends and issues in mathematics education research. (Irreg.)
edma-5980,edma,5980,Research for Master's Thesis,2-9 Credit Hours.,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp, Su)"
edma-5990,edma,5990,Independent Study,1-4 Credit Hours.,1 to 4 hours. Prerequisite: graduate standing or permission by instructor. May be repeated with change of subject matter; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)
edma-6163,edma,6163,Systems Theory & Learning Organizations,3 Credit Hours.,"Prerequisite: graduate standing, permission of instructor. Examines system theories, including the development and significance of complex adaptive systems, complexity analyses, and paradigms associated with new science, especially related to the educational context. (Irreg.)"
edma-6902,edma,6902,Pre-Doctoral Seminar,2 Credit Hours.,"Prerequisite: graduate standing. An introduction to advanced graduate scholarship in education, including a review of advanced level trends and issues in specific fields within education. (Irreg.)"
edma-6910,edma,6910,Practicum in Education--Doctoral,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: admission to doctoral program, permission of instructor. May be repeated; maximum credit six hours. Variable as to title and subject profession. An advanced practicum for post-master's level students only. The object is to provide professional experience under faculty supervision in fields requiring a high degree of professional skill. Seminar experience is to be included. 
(Irreg.)"
edma-6920,edma,6920,Internship in Education--Doctoral,2-6 Credit Hours.,1 to 6 hours. Prerequisite: written permission of the instructor. May be repeated; maximum credit 12 hours. Variable as to title and subject profession. An advanced internship for post-master's level students only. The object of the internship is to cultivate within the student a high degree of proficiency and professional independence. Field supervision is by a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)
edma-6930,edma,6930,Intensive Studies in Education,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)"
edma-6960,edma,6960,Directed Readings,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.)
edma-6970,edma,6970,Post-Master's Seminar,2-4 Credit Hours.,"2 to 4 hours. Prerequisite: master's degree, 24 hours of education, permission of instructor. May be repeated with change of subject matter; maximum credit twelve hours. Enrollment limited to students who hold the master's degree. (F, Sp, Su)"
edma-6980,edma,6980,Research for Doctoral Dissertation,2-16 Credit Hours.,"Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. 
(F, Sp, Su)"
edma-6990,edma,6990,Individual Study in Education,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)"
edpc-2970,edpc,2970,Special Topics/Seminar,1-3 Credit Hours.,"Special Topics. 1 to 3 hours. May be repeated; Maximum credit nine hours. Special topics course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research, and field projects. (Irreg.)"
edpc-3440,edpc,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
edpc-3960,edpc,3960,Honors Reading,1-3 Credit Hours.,"Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides students with the opportunity to develop an appropriate body of reading materials on topics not covered in detail in routine coursework. Students will be obliged to assume the primary initiative in selecting the topic, compiling the bibliography and completing the reading, and will report their progress in weekly sessions to their instructor. Credit will be given only after an intensive oral examination. (Irreg.)"
edpc-3970,edpc,3970,Honors Seminar,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Covers variable subjects in education with in-depth studies of issues not covered in the standard course offerings. (Irreg.)
edpc-3980,edpc,3980,Honors Research,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides an opportunity for honors students to work on a special project under the guidance of a professor in the student's major area of study. (Irreg.)
edpc-4970,edpc,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: senior standing or permission of instructor. May be repeated with change of content; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edpc-5113,edpc,5113,Human Development,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. An introductory survey of current theory and research as it applies to human development across the lifespan. Emphases include cognitive and language development, self and social development, and contextual influences on development. Particular focus will be on human development as related to counseling. (F)"
edpc-5234,edpc,5234,Individual Intelligence Testing,4 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program, or permission of instructor. Classroom experience dealing with the rationale, purpose, and ethics involved in individual intelligence testing, plus laboratory experience in the administration, scoring, and interpretation of the Stanford-Binet and Wechsler scales with an emphasis on the Wechsler scales. (Sp)"
edpc-5253,edpc,5253,Assessment in Counseling,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or permission of instructor. Theories of personality and intelligence testing will be discussed. Students will gain knowledge and experience in administering, scoring, and interpreting personality tests and in interpreting intelligence tests with an emphasis on the Wechsler scales. (F)"
edpc-5263,edpc,5263,Professional Issues and Ethics in Counseling,3 Credit Hours.,"Prerequisite: Must be admitted to masters program in Professional Counseling. This course introduces graduate students in counseling to professional, legal and ethical issues in professional counseling. The course reviews literature and covers topics pertaining to counseling, supervision, teaching, and research, with special focus on areas that are most important and most current in the field. (Sp)"
edpc-5413,edpc,5413,Occupational Information--Career Development,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program, or permission of instructor. Methods of preparing informational files for student use; nature of educational and occupational information, job classification, sources of information, and occupational surveys and trends. Theories of career development; techniques of job and occupational analysis; individual experiences of reporting client career development. (F)"
edpc-5423,edpc,5423,Methods and Techniques of Counseling,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program, or permission of instructor. Introduction to stages in the counseling process; interviewing skills; counseling objectives; appropriate strategies. Common theories of counseling and psychotherapy and ethical considerations are considered. (Su)"
edpc-5433,edpc,5433,Theories and Techniques of Group Counseling,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program. Introduction to types of groups, group development, group leadership, and group dynamics with an emphasis on counseling groups. Includes experiential training in group work. (Su)"
edpc-5443,edpc,5443,Family Systems Theory,3 Credit Hours.,Prerequisite: Admission to Professional Counseling M.Ed. program (M216). An introduction to family counseling and therapy as one of the approaches to dealing with interpersonal conflict. The focus of the course is to introduce a scientific paradigm for family systems and counseling and to use a competency-based approach to intervention that is consistent with current guidelines. Assessment approaches are also discussed. (F)
edpc-5453,edpc,5453,Social & Cultural Diversity,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program (M216). Focuses on increasing understanding of and sensitivity regarding cognitive aspects, discourses, political realities, and issues of awareness in various minority groups, including issues related to cultural values and spirituality. Methods for increasing multicultural communication and social justice research in counseling are discussed. (F)"
edpc-5473,edpc,5473,Counseling Theories,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program, or permission of instructor. Surveys prevalent counseling theories within the overarching categories of psychodynamic, humanistic, behavioral and cognitive-behavioral, and contextual and constructivist approaches. In addition, multicultural counseling competencies will be reviewed. Theories presented will be discussed in terms of counseling goals, central concepts and techniques, diversity applications, and research support. (F)"
edpc-5483,edpc,5483,Behavior Disorders,3 Credit Hours.,"Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program, or permission of instructor. Diagnostically oriented course in abnormal behavior stressing standard nosology exemplified by the Diagnostic and Statistical Manual of the American Psychiatric Association (DSM). (Sp)"
edpc-5513,edpc,5513,Introduction to Abuse and Addictions Theory and Treatment,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. An overview of various abuse and addiction theories, treatment and stages of change, including substance use disorders, gambling addictions and sex addictions. (Su)"
edpc-5523,edpc,5523,Addictions and Family Theory,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. An overview of various addictions with emphasis on substance use disorders and their effect on individuals, families, and communities. The course will focus on prevention and treatment. (Sp)"
edpc-5533,edpc,5533,Psychopharmacology/Neurobiology of Addiction,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. In this course, alcohol and drug dependency is explored through the study of brain chemistry and related causal factors and pathophysiological processes. The role of psychopharmacology is addressed as an agent frequently used in the management and resolution of withdrawal symptoms. (Sp)"
edpc-5543,edpc,5543,Addictions Counseling: Theoretical Approaches and Co-Occurring Disorders,3 Credit Hours.,Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. Examines major theoretical approaches to the treatment of substance abuse. Diagnosis of co-occurring disorders will also be addressed. (F)
edpc-5553,edpc,5553,Addictions in Family Counseling,3 Credit Hours.,Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. Examines major Family Counseling Treatment approaches to substance abuse and addiction. Various assessment instruments will be examined and family dynamics will be studied. Multicultural issues will also be examined. (Sp)
edpc-5623,edpc,5623,Advanced Counseling Techniques,3 Credit Hours.,"Prerequisite: Admission to Professional Counseling M.Ed. program (M216). This course is for students with advanced standing in Professional Counseling with a focus on deepening understanding of counseling theory and honing applied therapeutic skill. It is designed to facilitate exploration of advanced counseling theory and technique, with an emphasis on applied procedures. (Sp)"
edpc-5633,edpc,5633,Clinical Supervision,3 Credit Hours.,Prerequisite: Admission to Professional Counseling M.Ed. program (M216). The purpose of this course is to begin to familiarize students in counseling with the research and applied literature on clinical supervision. The primary model examined is the developmental approach to supervision. Consultation will also be discussed. (Sp)
edpc-5653,edpc,5653,Crisis Counseling,3 Credit Hours.,Prerequisite: Admission to Professional Counseling M.Ed. program (M216) or permission of instructor. An overview of methods and techniques used in assessing and implementing effective interventions in crisis counseling settings. (Su)
edpc-5910,edpc,5910,Practicum in Counseling--Master's,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: admission to Professional Counseling, M.Ed. program or Counseling Psychology, Ph.D. program. May be repeated; maximum credit six hours. Variable as to title and subject profession. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. Seminar experience is to be included. (F, Sp)"
edpc-5923,edpc,5923,Internship in Professional Counseling,3 Credit Hours.,Prerequisite: Graduate standing and admission to the Professional Counseling M.Ed. program. Course is repeatable; maximum credit 6 hours. Introduces the student to the profession under the supervision of a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)
edpc-5960,edpc,5960,Directed Readings,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)"
edpc-5970,edpc,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edpc-5980,edpc,5980,Research for Master's Thesis,2-9 Credit Hours.,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. Laboratory (F, Sp, Su)"
edpr-2960,edpr,2960,Individual Study,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; fewer than 62 total hours; approval of instructor and dean. May be repeated; maximum credit four hours. Designed to provide an introduction to the study of education through a rigorous program of readings under the direction of a member of the faculty. (Irreg.)
edpr-3440,edpr,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
edpr-3960,edpr,3960,Honors Reading,1-3 Credit Hours.,"Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides students with the opportunity to develop an appropriate body of reading materials on topics not covered in detail in routine coursework. Students will be obliged to assume the primary initiative in selecting the topic, compiling the bibliography and completing the reading, and will report their progress in weekly sessions to their instructor. Credit will be given only after an intensive oral examination. (Irreg.)"
edpr-3970,edpr,3970,Honors Seminar,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Covers variable subjects in education with in-depth studies of issues not covered in the standard course offerings. (Irreg.)
edpr-3980,edpr,3980,Honors Research,1-3 Credit Hours.,Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Provides an opportunity for honors students to work on a special project under the guidance of a professor in the student's major area of study. (Irreg.)
edpr-3990,edpr,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: one course in general area to be studied; permission of instructor and department. May be repeated; maximum credit six hours. Contracted independent study for topic not currently offered in regularly scheduled courses. (F, Sp)"
edpr-4960,edpr,4960,Directed Readings in Education,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; permission of instructor and dean. May be repeated; maximum credit four hours. Designed for upper-division students preparing to teach who need opportunity to study a specific problem in greater depth than formal course content permits. (Irreg.)
edpr-4970,edpr,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: senior standing or permission of instructor. May be repeated with change of content; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edpr-4980,edpr,4980,Practicum in Education,1-3 Credit Hours.,1 to 3 hours. Prerequisite: nine hours of education courses. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. (Irreg.)
edpr-4990,edpr,4990,Special Problems in Education,1-4 Credit Hours.,1 to 4 hours. Prerequisite: permission of instructor. May be repeated with change of title and subject. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (Irreg.)
edpr-5910,edpr,5910,Practicum in Education--Master's,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: graduate standing, permission of instructor and dean. May be repeated; maximum credit six hours. Variable as to title and subject profession. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. Seminar experience is to be included. (Irreg.)"
edpr-5920,edpr,5920,Internship in Education--Master's,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: 5910, permission of instructor. May be repeated; maximum credit six hours. Variable as to title and subject profession. Available to master's degree programs specifically requiring an internship in addition to thirty-two hours of other coursework as part of the degree. Introduces the student to the profession under the supervision of a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)"
edpr-5940,edpr,5940,Field Studies in Education,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education. May be repeated with change of subject matter; maximum credit eight hours. Practical problems in education as defined by members of the classes. Typical topics: defining educational objectives, relating school programs to established objectives, developing teaching-learning aids, organization for participation in developing and evaluating instructional programs, using community resources for learning, improving evaluation procedure. (Irreg.)"
edpr-5960,edpr,5960,Directed Readings,1-4 Credit Hours.,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)"
edpr-5970,edpr,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
edpr-5972,edpr,5972,Pre-Master's Seminar,2 Credit Hours.,"Prerequisite: 12 hours of education, graduate standing, permission of instructor. May be repeated; maximum credit four hours. Enrollment limited to students who are in early post-baccalaureate curricula. (Irreg.)"
edpr-5980,edpr,5980,Research for Master's Thesis,2-9 Credit Hours.,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp, Su)"
edpr-5990,edpr,5990,Independent Study,1-4 Credit Hours.,1 to 4 hours. Prerequisite: graduate standing or permission by instructor. May be repeated with change of subject matter; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)
edpr-6902,edpr,6902,Pre-Doctoral Seminar,2 Credit Hours.,"Prerequisite: graduate standing. An introduction to advanced graduate scholarship in education, including a review of advanced level trends and issues in specific fields within education. (Irreg.)"
edpr-6910,edpr,6910,Practicum in Education--Doctoral,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: admission to doctoral program, permission of instructor. May be repeated; maximum credit six hours. Variable as to title and subject profession. An advanced practicum for post-master's level students only. The object is to provide professional experience under faculty supervision in fields requiring a high degree of professional skill. Seminar experience is to be included. 
(Irreg.)"
edpr-6920,edpr,6920,Internship in Education--Doctoral,2-6 Credit Hours.,1 to 6 hours. Prerequisite: written permission of the instructor. May be repeated; maximum credit 12 hours. Variable as to title and subject profession. An advanced internship for post-master's level students only. The object of the internship is to cultivate within the student a high degree of proficiency and professional independence. Field supervision is by a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)
edpr-6930,edpr,6930,Intensive Studies in Education,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)"
edpr-6960,edpr,6960,Directed Readings,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.)
edpr-6970,edpr,6970,Post-Master's Seminar,2-4 Credit Hours.,"2 to 4 hours. Prerequisite: master's degree, 24 hours of education, permission of instructor. May be repeated with change of subject matter; maximum credit twelve hours. Enrollment limited to students who hold the master's degree. (F, Sp, Su)"
edpr-6980,edpr,6980,Research for Doctoral Dissertation,2-16 Credit Hours.,"Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. 
(F, Sp, Su)"
edpr-6990,edpr,6990,Individual Study in Education,1-4 Credit Hours.,
edpy-2960,edpy,2960,Individual Study,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; fewer than 62 total hours; approval of instructor and dean. May be repeated; maximum credit four hours. Designed to provide an introduction to the study of education through a rigorous program of readings under the direction of a member of the faculty. (Irreg.)
edpy-3440,edpy,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
